Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Title,Genre,Premiere,Runtime,IMDB Score,Language,is_original
443,s444,Movie,La ley de Herodes,Luis Estrada,"Damián Alcázar, Pedro Armendáriz Jr., Delia Casanova, Juan Carlos Colombo, Alex Cox, Guillermo Gil, Ernesto Gómez Cruz, Leticia Huijara, Luis de Icaza, Eduardo López Rojas, Manuel Ojeda, Salvador Sánchez, Evangelina Sosa, Isela Vega",Unknown,"July 16, 2021",1999,R,123 min,"Comedies, International Movies","Following the brutal 1949 murder of a small Mexican town's mayor, genteel and humble janitor Juan Vargas is appointed his successor.",ReMastered: The Lion's Share,Documentary,"May 17, 2019",84,7.0,English,True
444,s445,TV Show,Naomi Osaka,Garrett Bradley,Unknown,Unknown,"July 16, 2021",2021,TV-14,No data,Docuseries,This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.,ReMastered: The Miami Showband Massacre,Documentary,"March 22, 2019",70,7.0,English,True
445,s446,Movie,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,"July 16, 2021",2017,R,No data,"Dramas, Independent Movies, Thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",Resurface,Documentary,"September 1, 2017",27,7.0,English,True
446,s447,Movie,The Book of Henry,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,"July 16, 2021",2017,PG-13,No data,Dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",Rocko's Modern Life: Static Cling,Animation / Comedy,"August 9, 2019",45,7.0,English,True
447,s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene",United States,"July 16, 2021",2011,PG-13,117 min,"Dramas, Romantic Movies","After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.",Rose Island,Comedy,"December 9, 2020",117,7.0,Italian,True
448,s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke",United States,"July 16, 2021",2012,PG-13,No data,"Dramas, Romantic Movies","In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi.",The Christmas Chronicles,Christmas/Fantasy/Adventure/Comedy,"November 22, 2018",104,7.0,English,True
449,s450,Movie,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Billy Burke, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed",United States,"July 16, 2021",2010,PG-13,124 min,"Dramas, Romantic Movies","With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.",The Dirt,Biopic,"March 22, 2019",108,7.0,English,True
450,s451,Movie,The Twilight Saga: New Moon,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Rachelle Lefevre, Billy Burke, Michael Sheen, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi",United States,"July 16, 2021",2009,PG-13,131 min,"Dramas, Romantic Movies","Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.",The Night Comes for Us,Action-thriller,"October 19, 2018",121,7.0,Indonesian,True
452,s453,Movie,A Perfect Fit,Hadrah Daeng Ratu,"Nadya Arina, Refal Hady, Giorgino Abraham, Anggika Bolsterli, Laura Theux, Christine Hakim, Unique Priscilla, Karina Suwandi, Mathias Muchus, Ayu Laksmi, I Made Sidia, Dominique Sanda, Bryan Domani, Wafda Saifan, Yayu Unru, Dave Hendrik",Indonesia,"July 15, 2021",2021,TV-PG,113 min,"Comedies, Dramas, International Movies","Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",Angela's Christmas,Animation,"November 30, 2018",30,7.1,English,True
453,s454,TV Show,BEASTARS,Unknown,"Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,"July 15, 2021",2021,TV-MA,2 Seasons,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",Angela's Christmas Wish,Animation,"December 1, 2020",47,7.1,English,True
454,s455,Movie,Cheech & Chong's Still Smokin,Tommy Chong,"Cheech Marin, Tommy Chong, Susan Hahn, Carol van Herwijnen, Shireen Strooker",Unknown,"July 15, 2021",1983,TV-MA,No data,"Comedies, Cult Movies","Stoner comedians Cheech Marin and Tommy Chong arrive in Amsterdam to find they've been mistakenly invited, then take the stage live as a replacement act.",Beats,Drama,"June 19, 2019",110,7.1,English,True
455,s456,Movie,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,Emicida,Unknown,"July 15, 2021",2021,TV-MA,No data,"Documentaries, International Movies, Music & Musicals","Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album ""AmarElo.""",Circus of Books,Documentary,"April 22, 2020",92,7.1,English,True
456,s457,TV Show,Her Private Life,Unknown,"Park Min-young, Kim Jae-uk, Ahn Bo-hyun, Jung Je-won, Park Jin-joo, Kim Bo-ra, Maeng Sang-hun, Kim Mee-kyung, Kim Sun-young, Lee Il-hwa",South Korea,"July 15, 2021",2019,TV-14,No data,"International TV Shows, Romantic TV Shows, TV Comedies","An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",Dance Dreams: Hot Chocolate Nutcracker,Documentary,"November 27, 2020",80,7.1,English,True
457,s458,Movie,Lift Like a Girl,Mayye Zayed,Unknown,"Egypt, Denmark, Germany","July 15, 2021",2021,TV-PG,No data,"Documentaries, International Movies, Sports Movies","With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.",Derren Brown: Sacrifice,Mentalism special,"October 19, 2018",49,7.1,English,True
459,s460,TV Show,Never Have I Ever,Unknown,"Maitreyi Ramakrishnan, Poorna Jagannathan, Richa Moorjani, Jaren Lewison, Darren Barnet, John McEnroe, Ramona Young, Lee Rodriguez, Sendhil Ramamurthy, Adam Shapiro, Niecy Nash, Cocoa Brown, Lily D. Moore, Eddie Liu",United States,"July 15, 2021",2021,TV-14,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows","After a traumatic year, all an Indian-American teen wants is to go from pariah to popular — but friends, family and feelings won’t make it easy on her.",End Game,Documentary,"May 4, 2018",40,7.1,English,True
460,s461,Movie,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela","United States, Canada","July 15, 2021",2007,PG,No data,"Children & Family Movies, Comedies, Sports Movies",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,Evelyn,Documentary,"September 10, 2019",96,7.1,English,True
461,s462,Movie,The Unknown Saint,Alaa Eddine Aljem,"Younes Bouab, Salah Bensalah, Bouchaib Essamak, Mohamed Naimane, Anas Elbaz, Hassan Ben Badida, Abdelghani Kitab, Ahmed Yarziz, Rachid El Adouani, Mohamed El Moutamassik, Abdel Ghani Benizza, Adam Morjany",Unknown,"July 15, 2021",2019,TV-14,No data,"Comedies, Dramas, Independent Movies","Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.",Ferry,Crime drama,"May 14, 2021",106,7.1,Dutch,True
462,s463,Movie,This Changes Everything,Tom Donahue,Unknown,United States,"July 15, 2021",2019,TV-MA,No data,Documentaries,This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers.,Grass Is Greener,Documentary,"April 20, 2019",97,7.1,English,True
463,s464,Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli","Matilda Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick, Yuliia Sobol, Alida Baldari Calabria, Cristina Donadio, Francesca Cavallin",Italy,"July 14, 2021",2021,TV-MA,No data,"Horror Movies, International Movies","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",Guillermo Vilas: Settling the Score,Documentary,"October 27, 2020",94,7.1,Spanish,True
464,s465,Movie,Gunpowder Milkshake,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Chloe Coleman, Michelle Yeoh, Angela Bassett, Paul Giamatti, Ralph Ineson, Adam Nagaitis, Michael Smiley, Freya Allan",Unknown,"July 14, 2021",2021,R,No data,"Action & Adventure, Comedies","When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.",Joshua: Teenager vs. Superpower,Documentary,"May 26, 2017",78,7.1,English,True
465,s466,TV Show,Heist,Unknown,Unknown,Unknown,"July 14, 2021",2021,TV-MA,No data,"Crime TV Shows, Docuseries",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,Keith Richards: Under the Influence,Documentary,"September 18, 2015",81,7.1,English,True
467,s468,Movie,Private Network: Who Killed Manuel Buendía?,Manuel Alcalá,Daniel Giménez Cacho,Unknown,"July 14, 2021",2021,TV-MA,No data,"Documentaries, International Movies",A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.,Loudon Wainwright III: Surviving Twin,One-man show,"November 13, 2018",91,7.1,English,True
468,s469,Movie,The Guide to the Perfect Family,Ricardo Trogi,"Louis Morissette, Émilie Bierre, Catherine Chabot, Xavier Lebel, Isabelle Guérard, Gilles Renaud, Alexandre Goyette, Jean-Carl Boucher, Louise Portal",Unknown,"July 14, 2021",2021,TV-MA,No data,"Comedies, Dramas, International Movies","A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",My Beautiful Broken Brain,Documentary,"March 18, 2016",91,7.1,English,True
469,s470,Movie,American Woman,Semi Chellas,"Hong Chau, Sarah Gadon, John Gallagher Jr., Lola Kirke, Ellen Burstyn, David Cubitt, Jordan Pettle, Richard Walters","United States, Canada","July 13, 2021",2019,TV-MA,No data,"Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears.",One of Us,Documentary,"October 20, 2017",95,7.1,English,True
470,s471,Movie,Bridgerton - The Afterparty,Unknown,"David Spade, London Hughes, Fortune Feimster",Unknown,"July 13, 2021",2021,TV-14,39 min,Movies,"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments.",Pieces of a Woman,Drama,"January 7, 2021",126,7.1,English,True
471,s472,Movie,Day of Destiny,"Akay Mason, Abosi Ogba","Olumide Oworu, Denola Grey, Gbemi Akinlade, Jide Kosoko, Ireti Doyle, Norbert Young, Toyin Abraham, Blossom Chukwujekwu, Broda Shaggi, Ini Dima-Okojie, Deyemi Okanlawon",Unknown,"July 13, 2021",2021,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.","Ram Dass, Going Home",Documentary,"April 6, 2018",31,7.1,English,True
473,s474,Movie,Born to Play,Viridiana Lieberman,Unknown,United States,"July 12, 2021",2020,TV-MA,No data,"Documentaries, Sports Movies","This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game.",Rooting for Roona,Documentary,"October 15, 2020",41,7.1,Bengali,True
475,s476,Movie,The Stand-Up,Daniel Růžička,"Iva Pazderková, Lukáš Pavlásek, Daniel Čech, Petr Cerha, Ondřej Havlík, Radek Petráš, Zbyněk Vičar, Pavel Tomeš, Nela Berg",Unknown,"July 10, 2021",2019,TV-MA,No data,Stand-Up Comedy,Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.,The Dig,Drama,"January 29, 2021",112,7.1,English,True
476,s477,Movie,The Tour,Juraj Šajmovič,"Miloš Knor, Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík, Richard Nedvěd",Unknown,"July 10, 2021",2016,TV-MA,No data,"Comedies, Documentaries, International Movies","Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.",The Great Hack,Documentary,"July 24, 2019",114,7.1,English,True
477,s478,TV Show,Atypical,Unknown,"Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani",United States,"July 9, 2021",2021,TV-14,No data,"TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.",The White Tiger,Drama,"January 22, 2021",125,7.1,English,True
479,s480,Movie,Fear Street Part 2: 1978,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Chiara Aurelia, Jordyn DiNatale",Unknown,"July 9, 2021",2021,R,111 min,Horror Movies,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.",American Murder: The Family Next Door,Documentary,"September 30, 2020",82,7.2,English,True
480,s481,Movie,Finding Hubby,Femi D. Ogunsanwo,"Ade Laoye, Munachi Abii, Kehinde Bankole, Charles Etubiebi, Paul Utomi, Efa Iwara, Tina Mba, Tope Tedela, Demi Banwo, Teniola Aladese, Delroy Norman, Omowunmi Dada",Unknown,"July 9, 2021",2020,TV-14,No data,"Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.",Audrie & Daisy,Documentary,"September 23, 2016",98,7.2,English,True
481,s482,Movie,How I Became a Superhero,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine",Unknown,"July 9, 2021",2021,TV-MA,No data,"Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",First They Killed My Father,Drama,"September 15, 2017",136,7.2,Khmer/English/French,True
483,s484,Movie,Last Summer,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",Unknown,"July 9, 2021",2021,TV-MA,No data,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",Into the Inferno,Documentary,"October 28, 2016",107,7.2,English,True
484,s485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,Lee Su-geun,Unknown,"July 9, 2021",2021,TV-G,46 min,Stand-Up Comedy,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",LA Originals,Documentary,"April 10, 2020",92,7.2,English,True
485,s486,Movie,Lethal Love,Avi Federgreen,"David Pinard, Joelle Farrow, Torri Higginson, Tommie-Amber Pirie",Unknown,"July 9, 2021",2021,TV-14,No data,Thrillers,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.",Ladies First,Documentary,"March 8, 2018",39,7.2,English/Hindi,True
487,s488,TV Show,The Cook of Castamar,Unknown,"Michelle Jenner, Roberto Enríquez, Hugo Silva, Maxi Iglesias, María Hervás, Agnès Llobet, Paula Usero, Jean Cruz, Óscar Rabadán, Fiorella Faltoyano, Nancho Novo, Silvia Abascal, Mónica López",Unknown,"July 9, 2021",2021,TV-MA,No data,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",Paddleton,Drama-Comedy,"February 22, 2019",89,7.2,English,True
488,s489,TV Show,Virgin River,Unknown,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",United States,"July 9, 2021",2021,TV-14,No data,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.",Private Life,Drama,"October 5, 2018",124,7.2,English,True
489,s490,Movie,Back to Q82,Ahmed Siddiqui,"Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy","Kuwait, United States","July 8, 2021",2017,TV-14,104 min,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",Seventeen,Coming-of-age comedy-drama,"October 18, 2019",99,7.2,Spanish,True
490,s491,TV Show,Elize Matsunaga: Once Upon a Crime,Unknown,Unknown,Unknown,"July 8, 2021",2021,TV-MA,No data,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",Sometimes,Drama,"May 1, 2018",101,7.2,Tamil,True
491,s492,Movie,Home Again,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,"July 8, 2021",2017,PG-13,No data,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",Soni,Crime drama,"January 18, 2019",97,7.2,Hindi,True
493,s494,TV Show,RESIDENT EVIL: Infinite Darkness,Unknown,"Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata","United States, Japan","July 8, 2021",2021,TV-MA,No data,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",The Disciple,Drama,"April 30, 2021",129,7.2,Marathi,True
494,s495,Movie,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,"July 8, 2021",2015,R,No data,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",The Edge of Democracy,Documentary,"June 19, 2019",121,7.2,Portuguese,True
495,s496,Movie,Awon Boyz,Tolulope Itegboje,Unknown,Unknown,"July 7, 2021",2019,TV-MA,38 min,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,The King,Historical drama,"November 1, 2019",140,7.2,English,True
497,s498,TV Show,Cat People,Unknown,Unknown,Unknown,"July 7, 2021",2021,TV-14,No data,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",The Siege of Jadotville,War,"October 7, 2016",108,7.2,English,True
498,s499,Movie,Clash,Pascal Atuma,"Omoni Oboli, Brian Hooks, Stephanie Linus, Merlisa Determined, Pascal Atuma, Derel Isaac, Naima Sundiata, Chealse Howell, Dashawn Francis, Percy Anane-Dwumfour",Unknown,"July 7, 2021",2020,TV-MA,No data,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",Zion,Documentary,"August 10, 2018",11,7.2,English,True
499,s500,TV Show,Dogs,Unknown,Unknown,United States,"July 7, 2021",2021,TV-PG,2 Seasons,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",Dolemite Is My Name,Biopic,"October 25, 2019",118,7.3,English,True
500,s501,Movie,Major Grom: Plague Doctor,Oleg Trofim,"Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov, Aleksandr Seteykin, Sergei Goroshko, Dmitriy Chebotarev, Mikhail Evlanov, Oleg Chugunov, Vitali Khayev, Anton Bogdanov, Nikita Kologrivy, Yuriy Nasonov",Unknown,"July 7, 2021",2021,TV-MA,138 min,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",El Camino: A Breaking Bad Movie,Crime drama,"October 11, 2019",121,7.3,English,True
501,s502,Movie,Mama Drama,Seyi Babatope,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola",Unknown,"July 7, 2021",2020,TV-MA,No data,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",Extremis,Documentary,"September 13, 2016",24,7.3,English,True
502,s503,Movie,Tango With Me,Mahmood Ali-Balogun,"Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes",Nigeria,"July 7, 2021",2010,TV-14,104 min,"Dramas, International Movies, Romantic Movies",A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,Father Soldier Son,Documentary,"July 17, 2020",100,7.3,English,True
503,s504,TV Show,The Mire,Jan Holoubek,"Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek",Poland,"July 7, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",Get Me Roger Stone,Documentary,"May 12, 2017",101,7.3,English,True
504,s505,TV Show,The War Next-door,Unknown,"Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas",Unknown,"July 7, 2021",2021,TV-MA,No data,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",I'm No Longer Here,Drama,"May 27, 2020",105,7.3,Spanish,True
505,s506,Movie,Therapy,"Anurin Nwunembom, Musing Derrick","Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla",Unknown,"July 7, 2021",2020,TV-PG,85 min,"Dramas, International Movies",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.,Mucho Mucho Amor: The Legend of Walter Mercado,Documentary,"July 8, 2020",96,7.3,Spanish/English,True
506,s507,Movie,This Little Love Of Mine,Christine Luby,"Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner",Australia,"July 7, 2021",2021,TV-G,No data,"International Movies, Romantic Movies",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,Octonauts & the Great Barrier Reef,Animation,"October 13, 2020",47,7.3,English,True
507,s508,Movie,Three Thieves,Udoka Oyeka,"Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna",Unknown,"July 7, 2021",2019,TV-14,No data,"Comedies, International Movies","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels.",Okja,Action-adventure,"June 28, 2017",121,7.3,English/Korean,True
508,s509,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore","July 6, 2021",2019,TV-MA,No data,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,On My Skin,Crime drama,"September 12, 2018",100,7.3,Italian,True
509,s510,TV Show,Ask the StoryBots,Unknown,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,"July 6, 2021",2019,TV-Y,No data,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",Raat Akeli Hai,Thriller,"July 31, 2020",149,7.3,Hindi,True
510,s511,TV Show,Between,Unknown,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,"July 6, 2021",2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",ReMastered: Massacre at the Stadium,Documentary,"January 11, 2019",64,7.3,English/Spanish,True
511,s512,TV Show,Chelsea,Unknown,Unknown,United States,"July 6, 2021",2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",ReMastered: The Two Killings of Sam Cooke,Documentary,"February 8, 2019",64,7.3,English,True
512,s513,TV Show,Code Lyoko,Unknown,"Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux","France, Belgium","July 6, 2021",2007,TV-Y7,No data,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.",Secrets of the Saqqara Tomb,Documentary,"October 28, 2020",114,7.3,English/Arabic,True
